key,position
1.1090006651167237,0
3.7722906434256225,1
5.027354606232919,2
5.093015485430796,3
5.847663598256753,4
7.368190046894881,5
8.385734355426155,6
8.901936248862283,7
9.908153480461376,8
10.63968357463052,9
12.268656601727333,10
15.11570228935038,11
16.15187495682543,12
18.894464567605844,13
19.760365718650007,14
20.437888710475566,15
23.779514645987422,16
25.58300675103297,17
26.937567629805088,18
29.219350962827882,19
29.921048459927697,20
35.5793084520831,21
36.11206972545932,22
42.6541470094144,23
46.28409427764052,24
46.90594943652743,25
50.80676979760138,26
54.929005315816624,27
54.95897804590036,28
55.29613470356457,29
55.45369305839235,30
55.80301825125371,31
59.45213800089159,32
60.0687755968998,33
61.03028583521019,34
61.13314632684605,35
61.7140287519738,36
69.280493542605,37
70.76859921155292,38
71.91033178068514,39
74.13294879467712,40
75.66121090280753,41
77.38659111980967,42
78.31056141384978,43
80.2843136910842,44
80.30856929669326,45
86.49876851660055,46
86.99912401293682,47
87.28694066860243,48
87.45530267147718,49
88.53498851815165,50
89.18464940962616,51
89.46523295834086,52
96.93803988596578,53
101.30290922639283,54
101.40814378930598,55
102.25302219562543,56
106.36188595624401,57
106.77498526660925,58
110.58845444522365,59
111.4131669246423,60
111.61180080776867,61
111.75261103359084,62
112.2395652616889,63
113.29285886045623,64
114.05247029625738,65
114.23520885250393,66
117.75101858450553,67
118.90105816976727,68
119.03581562358028,69
119.42960803840079,70
119.70917647551002,71
121.88635965802567,72
124.06507873840602,73
128.0347900723395,74
128.44299586741909,75
130.206067487922,76
130.76454172433407,77
130.91229066622938,78
131.92556894749546,79
137.0743134667609,80
140.92139969957137,81
144.43230565505783,82
148.6547291766029,83
149.84610679895647,84
149.93440333879258,85
154.13038548287486,86
156.21760369864313,87
156.38992112348976,88
156.89156345281384,89
157.91919191590063,90
158.71480702588246,91
160.41333031658888,92
161.2253463461384,93
165.04904169069425,94
167.88435920272332,95
168.51397498661578,96
170.7090329808587,97
170.80320735402475,98
172.09777314966334,99
175.10776583320003,100
180.45756950175897,101
182.34782670972746,102
182.5122036668977,103
183.5216856087153,104
186.92635977427372,105
187.23359540206621,106
190.54674855814145,107
191.28412413780882,108
199.8262038892701,109
200.18775815189704,110
202.2641085125156,111
202.51259837372717,112
203.70974727230043,113
205.6509512479147,114
205.70612069947174,115
208.97680489533374,116
209.49424581403107,117
210.51479614115183,118
211.59529886234543,119
214.63152585816513,120
214.94834039493716,121
220.988109067298,122
221.09973227640978,123
222.55923072876317,124
233.1022905848535,125
233.51786992969792,126
233.7246537709099,127
235.04936406743636,128
242.4064091662193,129
251.0440599459295,130
253.90243188259947,131
254.83031873689532,132
257.1232871648052,133
260.71749213479814,134
263.0646244724895,135
264.43798733771683,136
265.7877264366249,137
266.77699472890765,138
268.49444651058394,139
269.3992621199922,140
277.05031733517444,141
277.33899084495874,142
278.30495631931416,143
279.2595412573288,144
279.72041881154473,145
280.0363295137226,146
280.8875615890771,147
283.5663413663394,148
286.81841560273165,149
287.4311015449387,150
290.55626851240726,151
298.15162195851985,152
299.8143652211362,153
303.6987850405895,154
303.84012201382296,155
304.0159841482883,156
306.54844382718676,157
306.7477529916844,158
308.65814858572367,159
309.5270613639128,160
309.88723843176354,161
311.7618480006728,162
312.8176923988015,163
317.7016253192983,164
318.05776947605426,165
321.772727199046,166
328.7539394018005,167
329.5201210772282,168
335.95880078830334,169
336.53943974720994,170
338.78686004584597,171
342.82175774809167,172
344.00617550370197,173
344.14862179866,174
346.7831611154472,175
346.9593628492512,176
352.49348773694044,177
354.26692421086966,178
355.01997136890543,179
357.6601581129744,180
358.05123421580925,181
358.5469968635801,182
358.77970241548843,183
360.5786487255423,184
360.6447848734499,185
363.6927365264587,186
364.4476745400565,187
364.7132128410357,188
366.1704081891439,189
366.6579552291501,190
371.2006397477853,191
371.4603282109902,192
374.2773853990899,193
376.03705858156485,194
377.0153988666224,195
379.2998034839915,196
380.13076682517436,197
381.0068934611588,198
386.02449851989877,199
386.8911845100375,200
388.361406703124,201
389.6125229372665,202
394.72159423086123,203
396.82385028003984,204
396.86304253142856,205
397.1766390559203,206
401.5448061456511,207
403.0560759362791,208
406.99704987486206,209
410.2833161534703,210
410.4198209593062,211
410.8870082317518,212
411.79629834669913,213
414.5641102521044,214
415.7376065615318,215
416.16737308584027,216
417.25895544057346,217
421.57682213204794,218
423.78340700947234,219
424.4471835938661,220
425.79059598528016,221
429.51874213404477,222
431.2751399917046,223
432.3314906616633,224
437.3589934624206,225
437.8292871604756,226
439.8752419239829,227
441.6300214933414,228
441.64868570161957,229
444.0361710387754,230
444.5159558498799,231
446.45457446689414,232
446.5975713564244,233
448.8385159340247,234
449.20908622725045,235
449.34316455366235,236
451.5872678231806,237
455.29696643413996,238
455.5265128905404,239
457.8227375043131,240
458.93835984527163,241
459.7499532016913,242
461.8747418207056,243
463.72278677209016,244
465.0363152159513,245
467.3917378702366,246
468.43991326901187,247
474.31929267514727,248
474.6714128042058,249
476.21150491462873,250
476.2192924951968,251
476.5802806195208,252
477.1160762520115,253
477.9114050184129,254
480.3723358296559,255
480.5323097240369,256
487.3050110964145,257
493.591356005409,258
493.7722826956399,259
493.7910054759753,260
494.10578803457804,261
497.62321042511957,262
497.82418689347423,263
497.8619510041589,264
503.74154380176225,265
505.2917792227169,266
505.81505851702224,267
506.17012772166896,268
506.5621286208125,269
509.76517578523936,270
512.5957808462281,271
515.0769582657982,272
515.4486742040314,273
516.8948538899838,274
519.5776948178435,275
528.9693459943728,276
529.3591230938987,277
531.4911446225476,278
533.9896755074593,279
535.0614469972984,280
537.2576180593105,281
541.8648581209063,282
542.7698998856481,283
545.225883465094,284
546.9742567815483,285
549.4280392603771,286
550.286888961959,287
551.7308055903256,288
552.3254914796944,289
554.1287460484854,290
557.2633960540735,291
557.7417026321551,292
559.8612048937694,293
560.684777251057,294
562.2371749684781,295
565.8815286085631,296
566.004158367443,297
568.6060989093619,298
568.7912253972547,299
570.2329177292013,300
571.2461233867567,301
574.9243918740509,302
576.9203005846019,303
580.2981372605298,304
580.4598917197203,305
582.7697005528925,306
585.2644904589595,307
589.9617785326406,308
589.9666588662552,309
592.7544728389713,310
593.9287313110041,311
594.5075354326034,312
598.9358285472309,313
599.6090892724508,314
601.9915471869107,315
604.4626717188755,316
605.7706549405406,317
610.2623595892703,318
611.7386236717899,319
620.8422495765501,320
620.8466285478651,321
623.0227981758565,322
628.0734638129187,323
628.4693733504687,324
629.1383758202641,325
633.6719185445656,326
633.7391254723601,327
637.1999498094843,328
638.2810350112097,329
638.4535910554952,330
639.2491503816648,331
643.6814897638432,332
648.622498680892,333
651.3147558860567,334
651.8170295292961,335
652.7618070279765,336
653.0947281653698,337
653.9971458796584,338
659.6764618108687,339
659.8964173215805,340
