key,position
-66.33645595462303,0
26.294875122297366,1
48.84362497011115,2
53.72356547532725,3
91.48965331689824,4
146.8400365616443,5
156.26727615258034,6
188.0362882279823,7
205.23650251057228,8
209.16780613273966,9
219.78695077403768,10
221.7156078357956,11
224.74054347677765,12
252.3735695394329,13
306.3288548417045,14
323.6679794523595,15
345.43933874299654,16
360.64494443033936,17
366.08299587732284,18
386.2384016953404,19
387.98433970477873,20
428.5271043117641,21
461.50697162630854,22
487.8838979626033,23
509.8855448591206,24
516.6186162676012,25
537.3383527678475,26
541.944453261701,27
552.7897786078547,28
565.2812886342269,29
567.4031236750395,30
569.7872836349259,31
603.794097351249,32
610.8870615520613,33
712.368792614964,34
727.7153993832304,35
729.02972440349,36
732.3011919315675,37
762.934483011724,38
763.565581768372,39
789.0097152039781,40
791.70450791879,41
796.6172995533009,42
801.2542337259598,43
803.2666554181634,44
824.4571679719652,45
861.5625973593404,46
923.3881828315972,47
962.9275224289443,48
967.1762951293105,49
1011.4978688048432,50
1011.598156569136,51
1026.4928482337234,52
1035.7953850528268,53
1040.7363932147714,54
1064.9430637622088,55
1071.4996832297545,56
1130.3548728990233,57
1173.5601742066233,58
1204.2144211056643,59
1209.741020461197,60
1239.7015651417287,61
1243.0627326358433,62
1254.8794664867828,63
1271.9443917034591,64
1292.953434394154,65
1303.9823834427843,66
1334.9975323061033,67
1337.0787011632187,68
1373.3627059115506,69
1387.7778707033178,70
1393.8827167534446,71
1430.8205207485203,72
1431.0467810209834,73
1453.161005730388,74
1454.1723186765767,75
1468.5397517742585,76
1492.5676892600168,77
1551.8366722493786,78
1562.533903953597,79
1582.8297072225096,80
1634.3630664666402,81
1646.3363611307375,82
1666.4273104408408,83
1706.5540601229106,84
1712.558763452721,85
1715.603051168644,86
1764.7245316809276,87
1767.6686752529029,88
1782.2341625418278,89
1825.405899089558,90
1830.4927533175078,91
1835.9253723324625,92
1866.484600320111,93
1878.26089003511,94
1919.0567621935866,95
1925.0109042174965,96
1940.671609888496,97
